Ejercicio;Tema
Un avion jet se aproxima para aterrizar con una rapidez de 100 m s y una aceleracion con una magnitud maxima de 500 m s2 conforme llega al reposo a) Desde el instante cuando el avion toca la pista ¿cual es el intervalo de tiempo minimo necesario antes de que llegue al reposo? b) ¿Este avion puede aterrizar en el aeropuerto de una pequena isla tropical donde la pista mide 0800 km de largo? Explique su respuesta;mruv
El conductor de un automovil aplica los frenos cuando ve un arbol que bloquea el camino El automovil frena uniformemente con una aceleracion de 560 m s2 durante 420 s y hace marcas de derrape rectas de 624 m de largo que terminan en el arbol ¿Con que rapidez el automovil golpea el arbol?;mruv
Durante muchos anos el record mundial de rapidez en tierra lo poseyo el coronel John P Stapp de la fuerza aerea de Estados Unidos el participo en un estudio para ver si un piloto de jet podria sobrevivir a la expulsion de emergencia El 19 de marzo de 1954 viajo en un trineo impulsado por cohete que se movio por una pista a una rapidez de 632 mi h el y el trineo llegaron al reposo en 140 s con seguridad (figura P227)Determine a) la aceleracion negativa que experimento y b) la distancia que recorrio durante esta aceleracion negativa;mruv
Una particula se mueve a lo largo del eje x Su posicion esta dada por la ecuacion x  2  3t  4t 2  con x en metros y t en segundos Determine a) su posicion cuando cambia de direccion y b) su velocidad cuando regresa a la posicion que tenia en t  0;mruv
Un electron en un tubo de rayos catodicos acelera desde una rapidez de 200  104 m s a 600  106 m s en 150 cm a) ¿En que intervalo de tiempo el electron recorre estos 150 cm? b) ¿Cual es su aceleracion?;mruv
Dentro de una compleja maquina como una linea de ensamblado robotico suponga que una parte se desliza a lo largo de una pista recta Un sistema de control mide la velocidad promedio de la parte durante cada intervalo de tiempo sucesivo $t0 = t0  0 lo compara con el valor vc que debe ser y enciende y apaga un servomotor para dar a la parte un pulso corrector de aceleracion El pulso consiste de una aceleracion constante am aplicada durante el intervalo de tiempo $tm  $tm  0 dentro del siguiente intervalo de tiempo de control $t0 Como se muestra en la figura P230 la parte se puede modelar con una aceleracion cero cuando el motor se apaga (entre tm y t0) Una computadora en el sistema de control elige el tamano de la aceleracion de modo que la velocidad final de la parte tendra el valor correcto vc Suponga que la parte inicialmente esta en reposo y tendra velocidad instantanea vc en el tiempo t0 a) Encuentre el valor requerido de am en terminos de vc y tm b) Muestre que el desplazamiento $x de la parte durante el intervalo de tiempo $t0 esta dado por $x  vc(t0  05tm) Para valores especificos de vc y t0 c) ¿cual es el desplazamiento minimo del inciso? d) ¿Cual es el desplazamiento maximo del inciso? e) ¿Son fisicamente obtenibles los desplazamientos minimo y maximo?;mruv
"Un deslizador en una pista de aire porta una bandera de longitud  a traves de una fotopuerta estacionaria que mide el intervalo de tiempo $td durante el que la bandera bloquea un haz de luz infrarroja que pasa a traves de la fotopuerta La
relacion vd   $td es la velocidad promedio del deslizador durante esta parte de su movimiento Suponga que el deslizador
se mueve con aceleracion constante a) Argumente a favor o
en contra de la idea de que vd es igual a la velocidad instantanea del deslizador cuando esta a la mitad de la fotopuerta en el
espacio b) Argumente a favor o en contra de la idea de que vd
es igual a la velocidad instantanea del deslizador cuando esta
a la mitad de la fotopuerta en el tiempo";mruv
Speedy Sue que conduce a 300 m s entra a un tunel de un carril En seguida observa una camioneta lenta 155 m adelante que se mueve a 500 m s Sue aplica los frenos pero solo puede acelerar a 200 m s2 porque el camino esta humedo ¿Habra una colision? Establezca como llega a su respuesta Si es si determine cuan lejos en el tunel y en que tiempo ocurre la colision Si es no determine la distancia de acercamiento mas proxima entre el automovil de Sue y la camioneta;mruv
Tan pronto como un semaforo se pone en verde un automovil aumenta rapidez desde el reposo a 500 mi h con aceleracion constante de 900 mi h · s En el carril de bicicletas un ciclista aumenta la rapidez desde el reposo a 200 mi h con aceleracion constante de 130 mi h · s Cada vehiculo mantiene velocidad constante despues de alcanzar su rapidez de crucero a) ¿Para que intervalo de tiempo la bicicleta esta adelante del automovil? b) ¿Por cuanta distancia maxima la bicicleta adelanta al automovil?;mruv
Resuelva el ejemplo 28 (¡Observe el limite de rapidez!) mediante un metodo grafico En la misma grafica trace posicion en funcion del tiempo para el automovil y el oficial de policia De la interseccion de las dos curvas lea el tiempo cuando el patrullero da alcance al automovil;mruv
Un deslizador de 124 cm de longitud se mueve sobre una pista de aire con aceleracion constante Transcurre un intervalo de tiempo de 0628 s entre el momento cuando su extremo frontal pasa un punto fijo  a lo largo de la pista y el momento cuando su extremo trasero pasa este punto A continuacion transcurre un intervalo de tiempo de 139 s entre el momento cuando el extremo trasero del deslizador pasa el punto  y el momento cuando el extremo frontal del deslizador pasa un segundo punto  mas lejos en la pista Despues de ello transcurren 0431 s adicionales hasta que el extremo trasero del deslizador pasa el punto  a) Encuentre la rapidez promedio del deslizador conforme pasa el punto  b) Encuentre la aceleracion del deslizador c) Explique como calcula la aceleracion sin saber la distancia entre los puntos  y ;mruv
En un video clasico de America’s Funniest Home Videos un gato dormido rueda suavemente de lo alto de una calida television Si ignora la resistencia del aire calcule a) la posicion y b) la velocidad del gato despues de 0100 s 0200 s y 0300 s;tv
Una bola se lanza directamente hacia arriba con una rapidez inicial de 800 m s desde una altura de 300 m ¿Despues de que intervalo de tiempo la bola golpea al suelo?;tv
Un estudiante lanza un conjunto de llaves verticalmente hacia arriba a su hermana de fraternidad quien esta en una ventana 400 m arriba Las llaves las atrapa 150 s despues con la mano extendida a) ¿Con que velocidad inicial se lanzaron las llaves? b) ¿Cual fue la velocidad de las llaves justo antes de ser atrapadas?;tv
Emily desafia a su amigo David a atrapar un billete de dolar del modo siguiente Ella sostiene el billete verticalmente como se muestra en la figura P240 con el centro del billete entre los dedos indice y pulgar de David quien debe atrapar el billete despues de que Emily lo libere sin mover su mano hacia abajo Si su tiempo de reaccion es 02 s ¿tendra exito? Explique su razonamiento;tv
Se golpea una pelota de beisbol de modo que viaja recto hacia arriba despues de ser golpeada por el bat Un aficionado observa que a la bola le toma 300 s llegar a su maxima altura Encuentre a) la velocidad inicial de la bola y b) la altura que alcanza;tv
Un atacante en la base de la pared de un castillo de 365 m de alto lanza una roca recta hacia arriba con una rapidez de 740 m s a una altura de 155 m sobre el suelo a) ¿La roca llegara a lo alto de la pared? b) Si es asi ¿cual es su rapidez en lo alto? Si no ¿que rapidez inicial debe tener para llegar a lo alto? c) Encuentre el cambio en rapidez de una roca lanzada recta hacia abajo desde lo alto de la pared con una rapidez inicial de 740 m s y que se mueve entre los mismos dos puntos d) ¿El cambio en rapidez de la roca que se mueve hacia abajo concuerda con la magnitud del cambio de rapidez de la roca que se mueve hacia arriba entre las mismas elevaciones? Explique fisicamente por que si o por que no concuerda;tv
"Un osado vaquero sentado en la rama de un arbol desea caer verticalmente sobre un caballo que galopa bajo el arbol La rapidez constante del caballo es 100 m s y la distancia desde la rama hasta el nivel de la silla de montar es 300 m a) ¿Cual
debe ser la distancia horizontal entre la silla y la rama cuando el vaquero haga su movimiento? b) ¿Para que intervalo de
tiempo esta en el aire?";tv
La altura de un helicoptero sobre el suelo esta dada por h  300t 3  donde h esta en metros y t en segundos Despues de 200 s el helicoptero libera una pequena valija de correo ¿Cuanto tiempo despues de su liberacion la valija llega al suelo?;tv
Un objeto en caida libre requiere 150 s para recorrer los ultimos 300 m antes de golpear el suelo ¿Desde que altura sobre el suelo cayo?;tv
En un bar local un cliente desliza sobre la barra un tarro de cerveza vacio para que lo vuelvan a llenar El cantinero esta momentaneamente distraido y no ve el tarro que se desliza de la barra y golpea el suelo a 140 m de la base de la barra Si la altura de la barra es de 0860 m a) ¿con que velocidad el tarro dejo la barra? b) ¿Cual fue la direccion de la velocidad del tarro justo antes de golpear el suelo?;tob
En un bar local un cliente desliza sobre la barra un tarro de cerveza vacio para que lo vuelvan a llenar El cantinero acaba de decidir ir a casa y repensar su vida de modo que no ve el tarro El tarro se desliza de la barra y golpea el suelo a una distancia d de la base de la barra La altura de la barra es h a) ¿Con que velocidad el tarro dejo la barra? b) ¿Cual fue la direccion de la velocidad del tarro justo antes de golpear el suelo?;tob
1 Para iniciar una avalancha en una pendiente de la montana un obus de artilleria es disparado con una velocidad inicial de 300 m s a 550 grados sobre la horizontal Explota en la ladera 420 s despues de ser disparado ¿Cuales son las coordenadas x y y donde explota el obus en relacion con su punto de disparo?;tob
Una roca se lanza hacia arriba desde el suelo en tal forma que la altura maxima de su vuelo es igual a su alcance horizontal d a) ¿A que angulo V se lanza la roca? b) ¿Y si? ¿Su respuesta al inciso a) cambiaria en un planeta diferente? Explique c) ¿Cual es el alcance dmax que puede lograr la roca si se lanza a la misma rapidez pero en angulo optimo para alcance maximo?;tob
Un proyectil se dispara en tal forma que su alcance horizontal es igual a tres veces su altura maxima ¿Cual es el angulo de proyeccion?;tob
Un bombero a una distancia d de un edificio en llamas dirige un chorro de agua desde una manguera en un angulo Vi sobre la horizontal como se muestra en la figura P414 Si la rapidez inicial del chorro es vi  ¿en que altura h el agua golpea al edificio?;tob
"Una bola se lanza desde una ventana en un piso superior de un edificio A la bola se le da una velocidad inicial de 800 m s a un angulo de 200 grados bajo la horizontal Golpea el suelo 300 s despues a) ¿A que distancia horizontalmente desde la base del edificio la bola golpea el suelo? b) Encuentre la altura
desde la que se lanzo la bola c) ¿Cuanto tarda la bola en llegar
a un punto 100 m abajo del nivel de lanzamiento?";tob
Un arquitecto que disena jardines programa una cascada artificial en un parque de la ciudad El agua fluira a 170 m s y dejara el extremo de un canal horizontal en lo alto de una pared vertical de 235 m de altura y desde ahi caera en una piscina a) ¿El espacio detras de la cascada sera suficientemente ancho para un pasillo de peatones? b) Para vender su plan al concejo de la ciudad el arquitecto quiere construir un modelo a escala estandar a un doceavo del tamano real ¿Que tan rapido debe fluir el agua en el canal del modelo?;tob
 Un pateador debe hacer un gol de campo desde un punto a 360 m (casi de 40 yardas) de la zona de gol y la mitad de los espectadores espera que la bola libre la barra transversal que tiene 305 m de alto Cuando se patea la bola deja el suelo con una rapidez de 200 m s en un angulo de 530 grados de la horizontal a) ¿Por cuanto resulta insuficiente para librar la barra? b) ¿La bola se aproxima a la barra transversal mientras aun se eleva o mientras va de caida?;tob
 Un bombardero en picada tiene una velocidad de 280 m s a un angulo V bajo la horizontal Cuando la altitud de la aeronave es 215 km libera una bomba que golpea un objetivo en el suelo La magnitud del desplazamiento desde el punto de liberacion de la bomba al objetivo es 325 km Encuentre el angulo V;tob
Un patio de juego esta en el techo plano de una escuela 600 m arriba del nivel de la calle La pared vertical del edificio tiene 700 m de alto y forma una barda de 1 m de alto alrededor del patio Una bola cae en la calle y un peaton la regresa lanzandola en un angulo de 530 grados sobre la horizontal a un punto 240 m desde la base de la pared del edificio La bola tarda 220 s en llegar a un punto vertical sobre la pared a) Encuentre la rapidez a la que se lanzo la bola b) Encuentre la distancia vertical sobre la que libra la pared c) Encuentre la distancia desde la pared al punto en el techo donde aterriza la bola;tob
" Una estrella de basquetbol cubre 280 m en la horizontal en un salto para encestar la bola (figura P420a) Su movimiento a traves del espacio se representa igual que el de una particula en su centro de masa que se definira en el capitulo 9 Su centro de masa esta a una altura de 102 m cuando deja el suelo Llega a una altura maxima de 185 m sobre el suelo y esta a una elevacion de 0900 m cuando toca el suelo de nuevo Determine: a) su tiempo de vuelo (su “tiempo colgado”) b) sus componentes de velocidad horizontal y c) vertical en el instante de despegar y d) su angulo de despegue e) Por comparacion determine el tiempo colgado de una ciervo cola blanca que da un salto (figura P420b) con elevaciones de centro de masa yi  120 m
ymax 250 m y yf  0700 m";tob
Un jugador de futbol patea una roca horizontalmente de un monticulo de 400 m de alto en un estanque Si el jugador escucha el sonido del chapoteo 300 s despues ¿cual fue la rapidez inicial dada a la roca? Suponga que la rapidez del sonido en el aire es 343 m s;tob
El movimiento de un cuerpo humano a traves del espacio se representa como el movimiento de una particula en el centro de masa del cuerpo como se estudiara en el capitulo 9 Las componentes de la posicion del centro de masa de un atleta desde el principio hasta el fin de cierto salto se describen por las dos ecuaciones x f  0  (112 m s)(cos 185 grados)t 0360 m  084 m  (112 m s)(sen 185 grados)t  1 2(980 m s2 )t 2 donde t es el tiempo cuando el atleta aterriza despues de despegar en t  0 Identifique a) su vector de posicion y b) su vector velocidad en el punto de despegue c) El record mundial de salto largo es 895 m ¿Que distancia salto el atleta en este problema? d) Describa la forma de la trayectoria de su centro de masa;tob
Un cohete de fuegos artificiales explota a una altura h el maximo de su trayectoria vertical Lanza fragmentos ardientes en todas direcciones pero todas con la misma rapidez v Granulos de metal solidificado caen al suelo sin resistencia del aire Encuentre el angulo mas pequeno que forma con la horizontal la velocidad final de un fragmento;tob
 A partir de la informacion de la parte final del libro calcule la aceleracion radial de un punto en la superficie de la Tierra en el ecuador debido a la rotacion de la Tierra sobre su eje;mcu
El atleta que se muestra en la figura P425 rota un disco de 100 kg a lo largo de una trayectoria circular de 106 m de radio La rapidez maxima del disco es 200 m s Determine la magnitud de la aceleracion radial maxima del disco;mcu
"Conforme se separan los cohetes propulsores los astronautas del trasbordador espacial sienten una aceleracion de hasta 3g donde g  980 m s2  En su entrenamiento los astronautas montan un dispositivo en el que experimentan tal aceleracion como una aceleracion centripeta En especifico el astronauta se sujeta con firmeza al extremo de un brazo mecanico que luego gira con rapidez constante en un circulo horizontal De termine la rapidez de rotacion en revoluciones por segundo
requerida para dar a un astronauta una aceleracion centripeta
de 300g mientras esta en movimiento circular con radio de
945 m";mcu
El joven David quien mato a Goliat experimento con hondas antes de derribar al gigante Encontro que podia hacer girar una honda de 0600 m de longitud con una relacion de 800 rev s Si aumentaba la longitud a 0900 m podia girar la honda solo 600 veces por segundo a) ¿Que relacion de rotacion da la mayor rapidez a la piedra en el extremo de la honda? b) ¿Cual es la aceleracion centripeta de la piedra a 800 rev s? c) ¿Cual es la aceleracion centripeta a 600 rev s?;mcu
Una rueda de 50cm de diametro tarda 10 segundos en adquirir una velocidad constante de 360rpm a) Calcula la aceleracion angular del movimiento b) Cuando la rueda llega a la velocidad anterior ¿cual es la velocidad lineal de un punto de la periferia? c) Calcula la aceleracion centripeta que posee a los 5 segundos la rueda del problema;mcuv
La frecuencia de rotacion de un volante es de 24Hz 5 segundos despues la frecuencia ha disminuido a 3Hz Calcula: a) la velocidad angular inicial y final b) la aceleracion angular en ese intervalo c) el numero de vueltas dadas en esos 5 segundos d) si el radio del volante es de 20cm calcula la velocidad lineal y la aceleracion centripeta cuando t = 0;mcuv
un movil tiene una velocidad tangencial de 120 m s luego de 5 segundos esta velocidad se convierte en 154 m s Si el radio de la circunferencia es de 4m hallar la aceleracion angular;mcuv
Un hombre hace girar una honda desde el reposo durante 10 segundos con una aceleracion angular de pi radianes s2  momento en el cual suelta la cuerda para dejar salir el proyectil ¿A que velocidad sale despedido este si la cuerda de la honda mide 60cm?;mcuv
¿Cuanto tiempo tendria que hacer girar la honda el hombre del ejercicio anterior para que la velocidad lineal de salida fuese del doble?;mcuv
Una rueda inicialmente en reposo adquiere una aceleracion de 4 rad s2  Calcular la velocidad angular y el angulo girado por el disco: a) A los 5 segundos b) A los 10 segundos;mcuv
Una rueda de 50 cm de diametro partiendo del reposo tarda 10 segundos en adquirir una velocidad de 360 rpm a) Calcula la aceleracion angular y tangencial del movimiento b) Cuando la rueda llega a la velocidad anterior ¿cual es la velocidad lineal de un punto de la periferia?;mcuv
Un volante de 50 cm de radio gira a 180 rpm Si es frenado y se detiene en 20 segundos calcula: a) La velocidad angular inicial en radianes por segundo b) La aceleracion angular y tangencial;mcuv
Un disco gira con una velocidad angular de 10 rad seg si en 5 segundos se duplica su velocidad  Calcular el valor de la aceleracion angular y el numero de vueltas en esos 5 segundos;mcuv
Un CD de 6 cm de radio gira a una velocidad de 2500 rpm Si tarda en pararse 15 s Calcula: a) la aceleracion angular y tangencial b) Las vueltas que da antes de detenerse c) la velocidad angular para t = 10 s;mcuv
Una rueda de 40 cm de radio gira alrededor de un eje fijo con una velocidad angular de 1 rev s Si su aceleracion angular es de 15 rev s2  Calcular: a) la velocidad angular al cabo de 6 segundos b) angulo girado por la rueda en ese tiempo c) cual es la velocidad tangencial en un punto de la periferia de la rueda en t = 6 segundos?;mcuv
Un coche con unas ruedas de 30 cm de radio acelera desde 0 hasta 25 m s en 5 s Calcular: a) El modulo de la aceleracion angular b) Las vueltas que da en ese tiempo;mcuv
Un vehiculo partiendo del reposo recorre un trayecto de 900 m en un minuto si la rueda tiene un radio de 075 m cual es su velocidad angular al final del trayecto y su aceleracion angular;mcuv
 Un disco de 40 cm de diametro que parte del reposo gira durante 20 s hasta alcanzar 60 rpm Transcurrido dicho tiempo el disco gira durante 10 s a velocidad constante y posteriormente inicia un frenado que lo hace parar en 2 vueltas Indicar: a) aceleraciones angulares en cada movimiento b) vueltas que da en total;mcuv
La frecuencia de rotacion de un volante es de 24 Hz 5 segundos despues la frecuencia ha disminuido a 3 Hz Calcula: a) la velocidad angular inicial y final b) la aceleracion angular en ese intervalo c) el numero de vueltas dadas en esos 5 segundos d) si el radio del volante es de 20 cm calcula la velocidad lineal y la aceleracion centripeta inicial;mcuv
Una rueda de 50cm de diametro tarda 10 segundos en adquirir una velocidad constante de 360 rpm a) Calcula la aceleracion angular del movimiento b) Cuando la rueda llega a la velocidad anterior ¿cual es la velocidad lineal de un punto de la periferia? c) Calcula la aceleracion centripeta que posee a los 5 segundos la rueda del problema;mcuv
Un volante de 50cm de radio gira a 180 rpm Si es frenado y se detiene en 20 segundos calcula: a) La velocidad angular inicial en radianes por segundo b) La aceleracion de frenado c) El numero de vueltas dadas en 20 segundos;mcuv
Un hombre hace girar una honda desde el reposo durante 10 segundos con una aceleracion angular de pi radianes s2  momento en el cual suelta la cuerda para dejar salir el proyectil ¿A que velocidad sale despedido este si la cuerda de la honda mide 60cm?;mcuv
Una  pelota de  150 [g]unida  auna  cuerda gira  de  manera  uniforme  en  un  circulo horizontal de 6 [m]de radio Lapelota da 2 revoluciones en un segundo determinar su aceleracion centripeta;mcu
La  orbita “casi circular” de la luna alrededor de la tierra tiene un radio aprox de 384000 [km]y un periodo T de 27 3 dias Determinar la aceleracion dela lunahacia la tierra  (notar  que  es  la  aceleracion  de  laluna  hacia  la  tierra:  que  la  aceleracion es perpendicular a la velocidad);mcu
2 autosA y B van por la misma curva circular de una carretera ambos a 40 [km h];mcu
Un disco de 20 [cm] de radio gira a 3333 rpm Determinar la velocidad angular y la velocidad tangencial en un punto de su borde Repetir el calculo para otro puntosituado a 10 [cm] del centro;mcu
Un disco gira con velocidad uniforme alrededor de un eje perpendicular y que pasa por  su  centro El  radio    del  disco  es  de  10  [cm]  Los  puntos  M  N  P  R  y  S  estan situados  en  el  mismo  radio  y  distan  del  eje  2  4  6  8  y 10  [cm]  respectivamente  La representacion de la velocidad angular frente a la distancia d es ( Ver graficas dadas en clase) Justifique su respuesta;mcu
Considere un disco girando a 33 rpm ¿cual  seria su velocidad en el SI?;mcu
Si  un  disco  gira  con  velocidad  angular  constante  ¿cual  sera  la  relacion  entre  el modulo de la aceleracion centripeta en A y B? (Ver figura en clase);mcu
Si un movil con MCU describe un arco de 60º y si el radio de la circunferencia tiene un valor de 2 [m] habra recorrido una longitud de:;mcu
De  las  siguientes  graficasque indican α = α (t) senalar la que corresponde a un MCU (Ver figuras en clase);mcu
En el movimiento de rotacion de la tierra: ¿cual es el periodo de movimiento? ¿cual es el valor de la velocidad angular?;mcu
Un satelite artificial gira alrededor dela tierra completando un ciclo en aprox 90 minutos  Suponiendo  que  su  orbita  es  circular  que  el  radio  medio  de  la  tierra  es  6370 [km]  y  que  la  altura  media  del  satelite  sobre su  superficie  es  280  [km]  determinar  su velocidad tangencial;mcu
Una rueda de 80 cm de radio da dos vueltas y media Expresa el angulo que ha girado en radianes y calcula la longitud del arco descrito por un punto de la periferia de la rueda;mcu
Un automovil describe una curva que es un arco de circunferencia de 45 grados y 220 m de longitud ¿Cuanto mide el radio de la curva?;mcu
Un disco gira a 333 rpm Expresa su velocidad angular en rad s Calcula la velocidad lineal de un punto del borde del disco si su radio es de 15 cm;mcu
Los puntos de la periferia de una rueda que esta girando tienen una velocidad lineal de 54 km h Si la rueda tiene un radio de 40 cm ¿cual es su velocidad angular? Expresa el resultado en rpm;mcu
Calcula la velocidad angular en rad s de las agujas horaria minutera y segundera de un reloj de pulsera;mcu
Dos puntos A y B de una plataforma giratoria se encuentran respectivamente a 2 m y 35 m del eje de rotacion Si la velocidad lineal de A es de 6 m s ¿cual es la de B?;mcu
Un tocadiscos puede girar a 33 rpm y 45 rpm Calcula para cada una de estas velocidades el periodo y la frecuencia del movimiento de rotacion;mcu
Ordena de mayor a menor las siguientes velocidades angulares: a) 2 rad s b)  vueltas min c) 200 rev h d) 15 rpm;mcu
Una rueda gira a razon de 300 rpm Calcular la velocidad angular de un punto cualquiera de la rueda y la velocidad lineal de un punto situado a 2 m del centro;mcu
Un movimiento circular uniforme tiene un periodo de 4 segundos Calcular su velocidad angular en rpm y su frecuencia;mcu
Una rueda gira a razon de 200 vueltas por minuto y otra lo hace con una frecuencia de 25 s-1 ¿Cual de las dos gira mas deprisa?;mcu
¿Que tiempo tardara una rueda en dar 3000 vueltas si posee una frecuencia de 25 Hz?;mcu
Un punto que dista 3 m del centro de una rueda tiene una velocidad de 432 km h Calcula la velocidad angular en rad s y en rpm el periodo y la frecuencia del movimiento;mcu
Un disco gira en un tocadiscos a 33 rpm Calcula: a) la velocidad angular en rad s b) el numero de vueltas que da el disco en 10 minutos;mcu
Un movil da vueltas a una pista circular de 10 m de radio con una velocidad constante de 90 km h a) Expresa su velocidad angular en rad s b) ¿Cuantas vueltas dara en 5 min?;mcu
Un disco de 15 cm de radio gira a 45 rpm Calcula: a) La velocidad angular en rad s b) La velocidad lineal de un punto de la periferia del disco c) El numero de vueltas que da el disco en 30 minutos;mcu
Una rueda de un motor gira con movimiento circular uniforme de frecuencia 5 Hz Calcula la velocidad angular y la velocidad lineal de los puntos situados a 1 cm 5 cm y 10 cm del centro de la rueda;mcu
Un punto material gira sobre una circunferencia de 2 m de longitud a razon de 20 veces por minuto Calcula: a) el periodo del movimiento b) la velocidad angular en rpm y c) la velocidad lineal de dicho punto;mcu
Dos alumnos estan sentados en dos caballitos El primero esta situado a 5 m del centro del tiovivo y el segundo a 35 m Ambos tardan 3 minutos en dar 10 vueltas ¿Cuanto valen sus velocidades angulares? ¿Cual es la velocidad lineal de cada caballito?;mcu
Un punto situado en la llanta de una rueda de bicicleta gira con velocidad de 30 km h siendo la velocidad angular de la rueda de 159 rpm Calcular el periodo y la frecuencia del movimiento ¿Cuanto mide el diametro de la rueda?;mcu
Una rueda de un coche tiene un diametro de 80 cm y gira a 716 rpm Calcula: a) La velocidad lineal de un punto de la periferia de la rueda b) El periodo de rotacion c) La frecuencia d) El numero de vueltas que da en medio minuto;mcu
Si el radio de la Tierra es 6370 km calcula la velocidad angular el periodo y la frecuencia del movimiento circular uniforme que posee un punto del ecuador terrestre ¿Que velocidad lineal en km h posee un habitante de la Tierra que viva en el ecuador?;mcu
Determinar la velocidad angular y la velocidad lineal en km h de la Luna en su movimiento orbital alrededor de la Tierra sabiendo que tarda 28 dias en cada vuelta y que la distancia Tierra-Luna es de 384000 km;mcu
Sabiendo que la distancia Tierra-Sol es de 150000000 de km y suponiendo que la Tierra describe una orbita circular en torno al Sol con velocidad constante calcula en km h la velocidad con la que la Tierra se mueve por el espacio;mcu
 Un ciclista toma una curva circular de 50 m de radio a una velocidad constante de 36 km h ¿Con que aceleracion se mueve?;mcu
Una rueda de 10 cm de radio gira a razon de 100 rpm Halla: a) La velocidad angular de la rueda b) El periodo c) La frecuencia d) La velocidad lineal de un punto de la periferia e) La aceleracion centripeta f) El numero de vueltas que da en 1 minuto;mcu
El planeta Marte gira en torno al Sol con una orbita casi circular de radio 207 millones de kilometros y un periodo de revolucion de 188 anos terrestres Calcula: a) La velocidad lineal en km h con la que se desplaza el planeta b) La aceleracion centripeta que posee;mcu
Una piedra de amolar rota con una velocidad angular constante Un punto ubicado a 2 cm de la periferia medidos en la direccion radial posee una velocidad tangencial 1 5 menor que la que posee un punto ubicado en laperiferia ¿Cual es el radio de la piedra?;mcuv
El tronco de cono mostrado esta girando en torno al eje y-y Hallar la relacion en que se encuentran las velocidades lineales de los puntos “A” y “B” si el periodo es 5 segundos;mcuv
Se dispara una bala con una velocidad V=200 m s contra un cascaron esferico de papel que gira con movimiento uniforme respecto a un eje vertical Sabiendo que el radio del cascaron es 2 m calcular con que velocidad angular minima debera girar el cascaron para que el proyectil haga un solo agujero La direccion del movimiento de la bala pasa por el centro de la esfera;mcuv
 Dos particulas parten simultaneamente de los extremos de un diametro AB y en los sentidos indicados en la figura Si giran con periodos TA = 20 s y TB = 30 s respectivamente calcular al cabo de que tiempo logran cruzarse por segunda vez;mcuv
En la figura el cilindro gira a razon de 180 RPM el cilindro es hueco de 3 m de largo Si se dispara un proyectil por una de las bases perfora a la otra base luego de que el cilindro ha girado “B” hallar la velocidad de la bala;mcuv
Si el bloque tiene que bajar a velocidad constante de 16 m s ¿cual debe ser la velocidad angular con que debe girar la rueda C? (RA=8 cm RB=15 cm RC=25 cm);mcuv
Calcular la aceleracion angular que tiene un disco sabiendo que es capaz de triplicar su velocidad luego de realizar 600 vueltas en 20 s;mcuv
Un disco de 300 cm de radio parte del reposo con MCUV y luego de 16 s su velocidad es 20 rad s ¿Que arco habra recorrido en dicho tiempo?;mcuv
Una rueda acelera a razon de 2 rad s 2 y gira un angulo de 75 rad en 5 s ¿Cuanto tiempo ha estado en movimiento antes de comenzar el intervalo de 5 s si partio del reposo?;mcuv
Una volante empieza a girar desde el reposo Si al cabo de 10 s tiene una velocidad de 180 RPM ¿cuantas vueltas habra girado?;mcuv
Una particulase mueveen torno a una circunferencia con MCUV partiendo del reposo si tarda 2 minutos en recorrer entre 2 puntos de la trayectoria un desplazamiento angular de 24 rev Si cuando pasa por el segundo punto lo hace a razon de 18 RPM Hallar el numero de vueltas entre el primer punto y el punto de partida;mcuv
Un ciclista corre por un velodromo con MCUV de tal modo que al cabo de 5 s su velocidad lineal es de 15 m s Seobserva tambien quedurante dicho tiempo el ciclista logro girar un angulo central de 2 rad s siendo el radio de la pista igual a 25 m Calcular la velocidad lineal que tenia al iniciar su movimiento;mcuv
Desde el reposo se da la partida de una particulacon MCUV hallar la velocidad lineal del movil luego de 2 s de movimiento si en ese instante la aceleracion normal es m s2 y forma 30 grados con la aceleracion lineal;mcuv
 En cierto instante la aceleracion de un movil con MCUV mide 5 m s2 y forma 127 grados con la velocidad lineal Hallar la velocidad del movil 2 s despues de este momento El radio del trayecto circular es 16 m;mcuv
Dos moviles parten simultaneamente y desde el reposo con aceleraciones angulares constantes de pi 9 rad s2 y 2pi 9 rad s2  ¿Cuanto tardaran en encontrarse?;mcuv
Hallar la velocidad angular de la rueda “B” despues de 5 s de iniciado el movimiento sabiendo que la rueda “A” posee una aceleracion angular de 3 rad s2  RA = 2 m RB = 05 m;mcuv
7 El disco “A” posee una aceleracion angular de 10 rad s2  Calcular la velocidad del bloque “Q” despues de 15 s de iniciado el movimiento RA = 30 cm RB = 50 cm RC = 20 cm;mcuv
 Un cilindro presenta movimiento de rotacion y traslacion si la velocidad en “A” es 20 m s calcular la velocidad en “B”;mcuv
En el instante mostrado se observa la rueda delantera de un automovil La velocidad de “A” es 4 m s calcular la velocidad del punto “B”;mcuv
Una rueda de radio (R = 16pi) m rueda uniformemente por una superficie horizontal Del punto “A” de la rueda se desprende una gota de barro ¿Con que rapidez se traslada la rueda si la gota despues de estar en el aire vuelve a caer sobre el mismo punto luego que la rueda dio 4 vueltas? (g = 10 m s2 );mcuv
Los radios de una polea compuesta son : “r” y “2r” en el instante mostrado esta girando con 04 rad s ¿En cuanto tiempo mas los bloques A y B estaran a la misma altura?;mcuv
